timestamp,symbol,price
2025-03-16 12:15:11.150,BTC-USDT,82686.6
2025-03-16 12:15:28.536,BTC-USDT,82659.5
2025-03-16 12:15:43.784,BTC-USDT,82650.7
2025-03-16 12:16:00.810,BTC-USDT,82628.2
2025-03-16 12:16:20.008,BTC-USDT,82583.8
2025-03-16 12:16:36.396,BTC-USDT,82538.2
2025-03-16 12:16:52.831,BTC-USDT,82561.8
2025-03-16 12:17:09.083,BTC-USDT,82581.2
2025-03-16 12:17:28.649,BTC-USDT,82581.4
2025-03-16 12:17:44.936,BTC-USDT,82542.5
2025-03-16 12:18:02.988,BTC-USDT,82515.9
2025-03-16 12:18:19.169,BTC-USDT,82534.0
2025-03-16 12:18:36.696,BTC-USDT,82520.8
2025-03-16 12:18:52.843,BTC-USDT,82476.8
2025-03-16 12:19:11.043,BTC-USDT,82477.0
2025-03-16 12:19:28.252,BTC-USDT,82476.8
2025-03-16 12:19:47.175,BTC-USDT,82443.7
2025-03-16 12:20:04.565,BTC-USDT,82502.9
2025-03-16 12:20:22.603,BTC-USDT,82512.7
2025-03-16 12:20:40.121,BTC-USDT,82522.1
2025-03-16 12:20:53.137,BTC-USDT,82529.9
2025-03-16 12:21:14.638,BTC-USDT,82584.9
2025-03-16 12:21:30.904,BTC-USDT,82532.6
2025-03-16 12:21:46.229,BTC-USDT,82524.7
2025-03-16 12:22:03.543,BTC-USDT,82512.7
2025-03-16 12:22:17.369,BTC-USDT,82514.0
2025-03-16 12:22:41.044,BTC-USDT,82538.1
2025-03-16 12:22:54.689,BTC-USDT,82534.9
2025-03-16 12:23:14.613,BTC-USDT,82560.6
2025-03-16 12:23:31.692,BTC-USDT,82575.8
2025-03-16 12:23:42.074,BTC-USDT,82591.5
2025-03-16 12:24:04.074,BTC-USDT,82596.2
2025-03-16 12:24:26.212,BTC-USDT,82620.3
2025-03-16 12:24:39.423,BTC-USDT,82646.1
2025-03-16 12:25:01.915,BTC-USDT,82646.6
2025-03-16 12:25:17.712,BTC-USDT,82643.7
2025-03-16 12:25:35.641,BTC-USDT,82604.1
2025-03-16 12:25:54.916,BTC-USDT,82606.3
2025-03-16 12:26:08.133,BTC-USDT,82623.2
2025-03-16 12:26:30.073,BTC-USDT,82665.3
2025-03-16 12:26:49.691,BTC-USDT,82683.0
2025-03-16 12:27:10.108,BTC-USDT,82701.3
2025-03-16 12:27:24.131,BTC-USDT,82703.6
2025-03-16 12:27:43.248,BTC-USDT,82724.9
2025-03-16 12:28:03.547,BTC-USDT,82729.4
2025-03-16 12:28:21.093,BTC-USDT,82825.0
2025-03-16 12:28:39.467,BTC-USDT,82796.3
2025-03-16 12:28:57.014,BTC-USDT,82889.4
2025-03-16 12:29:14.225,BTC-USDT,82906.7
2025-03-16 12:29:31.647,BTC-USDT,82922.4
2025-03-16 12:29:45.412,BTC-USDT,82839.1
2025-03-16 12:30:07.877,BTC-USDT,82841.0
2025-03-16 12:30:25.740,BTC-USDT,82765.9
2025-03-16 12:30:42.218,BTC-USDT,82755.7
2025-03-16 12:30:58.674,BTC-USDT,82766.0
2025-03-16 12:31:14.236,BTC-USDT,82803.5
2025-03-16 12:31:35.516,BTC-USDT,82825.2
2025-03-16 12:31:50.131,BTC-USDT,82785.5
